robot_A => 1, a, north
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 1, a, north
robot_A => 1, b, north
robot_A => 1, b, east
robot_A => 2, b, east
robot_A => 3, b, east
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
robot_A => 4, a, north
robot_A => 4, b, north
robot_A => 4, b, east
robot_A => 4, b, south
robot_A => 4, a, south
robot_A => 4, a, east
robot_A => 5, a, east
robot_A => 5, a, south
robot_A => 5, a, west
robot_A => 5, a, north
robot_A => 5, a, west
robot_A => 4, a, west
